,County_id,Year,Unit,Income,county_name,state_code
804,18137,2017,Thousands of dollars,"1,132,740",Ripley, IN
805,18139,2017,Thousands of dollars,"728,436",Rush, IN
806,18141,2017,Thousands of dollars,"12,471,935",St. Joseph, IN
807,18143,2017,Thousands of dollars,"868,803",Scott, IN
808,18145,2017,Thousands of dollars,"1,874,443",Shelby, IN
809,18147,2017,Thousands of dollars,"862,456",Spencer, IN
810,18149,2017,Thousands of dollars,"778,687",Starke, IN
811,18151,2017,Thousands of dollars,"1,386,355",Steuben, IN
812,18153,2017,Thousands of dollars,"699,087",Sullivan, IN
813,18155,2017,Thousands of dollars,"309,463",Switzerland, IN
814,18157,2017,Thousands of dollars,"7,033,999",Tippecanoe, IN
815,18159,2017,Thousands of dollars,"659,076",Tipton, IN
816,18161,2017,Thousands of dollars,"261,348",Union, IN
817,18163,2017,Thousands of dollars,"7,996,116",Vanderburgh, IN
818,18165,2017,Thousands of dollars,"575,064",Vermillion, IN
819,18167,2017,Thousands of dollars,"4,011,220",Vigo, IN
820,18169,2017,Thousands of dollars,"1,273,541",Wabash, IN
821,18171,2017,Thousands of dollars,"341,864",Warren, IN
822,18173,2017,Thousands of dollars,"3,348,431",Warrick, IN
823,18175,2017,Thousands of dollars,"998,250",Washington, IN
824,18177,2017,Thousands of dollars,"2,639,983",Wayne, IN
825,18179,2017,Thousands of dollars,"1,132,669",Wells, IN
826,18181,2017,Thousands of dollars,"994,356",White, IN
827,18183,2017,Thousands of dollars,"1,441,893",Whitley, IN
828,19000,2017,Thousands of dollars,"148,042,652",Iowa,
829,19001,2017,Thousands of dollars,"327,725",Adair, IA
830,19003,2017,Thousands of dollars,"219,427",Adams, IA
831,19005,2017,Thousands of dollars,"594,957",Allamakee, IA
832,19007,2017,Thousands of dollars,"446,666",Appanoose, IA
833,19009,2017,Thousands of dollars,"244,787",Audubon, IA
834,19011,2017,Thousands of dollars,"1,274,225",Benton, IA
835,19013,2017,Thousands of dollars,"5,595,992",Black Hawk, IA
836,19015,2017,Thousands of dollars,"1,214,385",Boone, IA
837,19017,2017,Thousands of dollars,"1,164,804",Bremer, IA
838,19019,2017,Thousands of dollars,"927,137",Buchanan, IA
839,19021,2017,Thousands of dollars,"879,061",Buena Vista, IA
840,19023,2017,Thousands of dollars,"677,993",Butler, IA
841,19025,2017,Thousands of dollars,"435,322",Calhoun, IA
842,19027,2017,Thousands of dollars,"1,018,276",Carroll, IA
843,19029,2017,Thousands of dollars,"586,903",Cass, IA
844,19031,2017,Thousands of dollars,"928,346",Cedar, IA
845,19033,2017,Thousands of dollars,"2,164,780",Cerro Gordo, IA
846,19035,2017,Thousands of dollars,"648,615",Cherokee, IA
847,19037,2017,Thousands of dollars,"653,653",Chickasaw, IA
848,19039,2017,Thousands of dollars,"373,058",Clarke, IA
849,19041,2017,Thousands of dollars,"763,380",Clay, IA
850,19043,2017,Thousands of dollars,"820,980",Clayton, IA
851,19045,2017,Thousands of dollars,"1,987,297",Clinton, IA
852,19047,2017,Thousands of dollars,"654,495",Crawford, IA
853,19049,2017,Thousands of dollars,"5,434,689",Dallas, IA
854,19051,2017,Thousands of dollars,"300,295",Davis, IA
855,19053,2017,Thousands of dollars,"258,001",Decatur, IA
856,19055,2017,Thousands of dollars,"809,606",Delaware, IA
857,19057,2017,Thousands of dollars,"1,877,170",Des Moines, IA
858,19059,2017,Thousands of dollars,"962,191",Dickinson, IA
859,19061,2017,Thousands of dollars,"4,462,884",Dubuque, IA
860,19063,2017,Thousands of dollars,"400,469",Emmet, IA
861,19065,2017,Thousands of dollars,"817,816",Fayette, IA
862,19067,2017,Thousands of dollars,"691,659",Floyd, IA
863,19069,2017,Thousands of dollars,"487,669",Franklin, IA
864,19071,2017,Thousands of dollars,"299,535",Fremont, IA
865,19073,2017,Thousands of dollars,"403,201",Greene, IA
866,19075,2017,Thousands of dollars,"621,432",Grundy, IA
867,19077,2017,Thousands of dollars,"524,358",Guthrie, IA
868,19079,2017,Thousands of dollars,"702,488",Hamilton, IA
869,19081,2017,Thousands of dollars,"529,004",Hancock, IA
870,19083,2017,Thousands of dollars,"814,850",Hardin, IA
871,19085,2017,Thousands of dollars,"611,850",Harrison, IA
872,19087,2017,Thousands of dollars,"806,098",Henry, IA
873,19089,2017,Thousands of dollars,"402,417",Howard, IA
874,19091,2017,Thousands of dollars,"448,843",Humboldt, IA
875,19093,2017,Thousands of dollars,"335,490",Ida, IA
876,19095,2017,Thousands of dollars,"810,510",Iowa, IA
877,19097,2017,Thousands of dollars,"812,518",Jackson, IA
878,19099,2017,Thousands of dollars,"1,503,110",Jasper, IA
879,19101,2017,Thousands of dollars,"698,376",Jefferson, IA
880,19103,2017,Thousands of dollars,"7,480,738",Johnson, IA
881,19105,2017,Thousands of dollars,"858,579",Jones, IA
882,19107,2017,Thousands of dollars,"410,371",Keokuk, IA
883,19109,2017,Thousands of dollars,"738,943",Kossuth, IA
884,19111,2017,Thousands of dollars,"1,338,878",Lee, IA
885,19113,2017,Thousands of dollars,"11,313,079",Linn, IA
886,19115,2017,Thousands of dollars,"425,099",Louisa, IA
887,19117,2017,Thousands of dollars,"342,940",Lucas, IA
888,19119,2017,Thousands of dollars,"657,189",Lyon, IA
889,19121,2017,Thousands of dollars,"751,187",Madison, IA
890,19123,2017,Thousands of dollars,"887,867",Mahaska, IA
891,19125,2017,Thousands of dollars,"1,500,969",Marion, IA
892,19127,2017,Thousands of dollars,"1,648,004",Marshall, IA
893,19129,2017,Thousands of dollars,"771,732",Mills, IA
894,19131,2017,Thousands of dollars,"579,833",Mitchell, IA
895,19133,2017,Thousands of dollars,"406,259",Monona, IA
896,19135,2017,Thousands of dollars,"315,983",Monroe, IA
897,19137,2017,Thousands of dollars,"400,678",Montgomery, IA
898,19139,2017,Thousands of dollars,"1,930,034",Muscatine, IA
899,19141,2017,Thousands of dollars,"761,369",O'Brien, IA
900,19143,2017,Thousands of dollars,"305,349",Osceola, IA
901,19145,2017,Thousands of dollars,"595,729",Page, IA
902,19147,2017,Thousands of dollars,"433,001",Palo Alto, IA
903,19149,2017,Thousands of dollars,"1,355,472",Plymouth, IA
904,19151,2017,Thousands of dollars,"306,205",Pocahontas, IA
905,19153,2017,Thousands of dollars,"24,639,696",Polk, IA
906,19155,2017,Thousands of dollars,"3,995,693",Pottawattamie, IA
907,19157,2017,Thousands of dollars,"816,646",Poweshiek, IA
908,19159,2017,Thousands of dollars,"209,955",Ringgold, IA
909,19161,2017,Thousands of dollars,"463,627",Sac, IA
910,19163,2017,Thousands of dollars,"8,903,571",Scott, IA
911,19165,2017,Thousands of dollars,"567,498",Shelby, IA
912,19167,2017,Thousands of dollars,"1,720,796",Sioux, IA
913,19169,2017,Thousands of dollars,"3,885,307",Story, IA
914,19171,2017,Thousands of dollars,"737,571",Tama, IA
915,19173,2017,Thousands of dollars,"240,918",Taylor, IA
916,19175,2017,Thousands of dollars,"464,284",Union, IA
917,19177,2017,Thousands of dollars,"266,025",Van Buren, IA
918,19179,2017,Thousands of dollars,"1,286,125",Wapello, IA
919,19181,2017,Thousands of dollars,"2,431,305",Warren, IA
920,19183,2017,Thousands of dollars,"1,121,863",Washington, IA
921,19185,2017,Thousands of dollars,"259,593",Wayne, IA
922,19187,2017,Thousands of dollars,"1,563,743",Webster, IA
923,19189,2017,Thousands of dollars,"439,571",Winnebago, IA
924,19191,2017,Thousands of dollars,"934,679",Winneshiek, IA
925,19193,2017,Thousands of dollars,"4,220,234",Woodbury, IA
926,19195,2017,Thousands of dollars,"294,810",Worth, IA
927,19197,2017,Thousands of dollars,"634,862",Wright, IA
928,20000,2017,Thousands of dollars,"141,459,351",Kansas,
929,20001,2017,Thousands of dollars,"478,895",Allen, KS
930,20003,2017,Thousands of dollars,"296,465",Anderson, KS
931,20005,2017,Thousands of dollars,"581,736",Atchison, KS
932,20007,2017,Thousands of dollars,"182,147",Barber, KS
933,20009,2017,Thousands of dollars,"1,197,308",Barton, KS
934,20011,2017,Thousands of dollars,"584,316",Bourbon, KS
935,20013,2017,Thousands of dollars,"417,953",Brown, KS
936,20015,2017,Thousands of dollars,"2,940,192",Butler, KS
937,20017,2017,Thousands of dollars,"123,437",Chase, KS
938,20019,2017,Thousands of dollars,"132,665",Chautauqua, KS
939,20021,2017,Thousands of dollars,"756,443",Cherokee, KS
940,20023,2017,Thousands of dollars,"118,717",Cheyenne, KS
941,20025,2017,Thousands of dollars,"118,238",Clark, KS
942,20027,2017,Thousands of dollars,"338,594",Clay, KS
943,20029,2017,Thousands of dollars,"335,502",Cloud, KS
944,20031,2017,Thousands of dollars,"414,545",Coffey, KS
945,20033,2017,Thousands of dollars,"77,753",Comanche, KS
946,20035,2017,Thousands of dollars,"1,315,552",Cowley, KS
947,20037,2017,Thousands of dollars,"1,389,269",Crawford, KS
948,20039,2017,Thousands of dollars,"127,450",Decatur, KS
949,20041,2017,Thousands of dollars,"746,813",Dickinson, KS
950,20043,2017,Thousands of dollars,"282,357",Doniphan, KS
951,20045,2017,Thousands of dollars,"4,996,007",Douglas, KS
952,20047,2017,Thousands of dollars,"138,624",Edwards, KS
953,20049,2017,Thousands of dollars,"100,483",Elk, KS
954,20051,2017,Thousands of dollars,"1,246,419",Ellis, KS
955,20053,2017,Thousands of dollars,"249,983",Ellsworth, KS
956,20055,2017,Thousands of dollars,"1,493,464",Finney, KS
957,20057,2017,Thousands of dollars,"1,286,830",Ford, KS
958,20059,2017,Thousands of dollars,"1,034,649",Franklin, KS
959,20061,2017,Thousands of dollars,"1,544,804",Geary, KS
960,20063,2017,Thousands of dollars,"142,664",Gove, KS
961,20065,2017,Thousands of dollars,"109,767",Graham, KS
962,20067,2017,Thousands of dollars,"356,436",Grant, KS
963,20069,2017,Thousands of dollars,"405,058",Gray, KS
964,20071,2017,Thousands of dollars,"64,511",Greeley, KS
965,20073,2017,Thousands of dollars,"253,763",Greenwood, KS
966,20075,2017,Thousands of dollars,"144,426",Hamilton, KS
967,20077,2017,Thousands of dollars,"243,558",Harper, KS
968,20079,2017,Thousands of dollars,"1,399,752",Harvey, KS
969,20081,2017,Thousands of dollars,"227,117",Haskell, KS
970,20083,2017,Thousands of dollars,"83,308",Hodgeman, KS
971,20085,2017,Thousands of dollars,"527,052",Jackson, KS
972,20087,2017,Thousands of dollars,"793,220",Jefferson, KS
973,20089,2017,Thousands of dollars,"131,099",Jewell, KS
974,20091,2017,Thousands of dollars,"41,368,735",Johnson, KS
975,20093,2017,Thousands of dollars,"212,339",Kearny, KS
976,20095,2017,Thousands of dollars,"316,654",Kingman, KS
977,20097,2017,Thousands of dollars,"105,324",Kiowa, KS
978,20099,2017,Thousands of dollars,"806,666",Labette, KS
979,20101,2017,Thousands of dollars,"144,299",Lane, KS
980,20103,2017,Thousands of dollars,"3,333,056",Leavenworth, KS
981,20105,2017,Thousands of dollars,"123,185",Lincoln, KS
982,20107,2017,Thousands of dollars,"337,435",Linn, KS
983,20109,2017,Thousands of dollars,"129,655",Logan, KS
984,20111,2017,Thousands of dollars,"1,214,277",Lyon, KS
985,20113,2017,Thousands of dollars,"1,355,380",McPherson, KS
986,20115,2017,Thousands of dollars,"517,884",Marion, KS
987,20117,2017,Thousands of dollars,"426,738",Marshall, KS
988,20119,2017,Thousands of dollars,"256,170",Meade, KS
989,20121,2017,Thousands of dollars,"1,546,937",Miami, KS
990,20123,2017,Thousands of dollars,"324,163",Mitchell, KS
991,20125,2017,Thousands of dollars,"1,145,066",Montgomery, KS
992,20127,2017,Thousands of dollars,"237,075",Morris, KS
993,20129,2017,Thousands of dollars,"120,553",Morton, KS
994,20131,2017,Thousands of dollars,"517,655",Nemaha, KS
995,20133,2017,Thousands of dollars,"605,240",Neosho, KS
996,20135,2017,Thousands of dollars,"151,138",Ness, KS
997,20137,2017,Thousands of dollars,"218,613",Norton, KS
998,20139,2017,Thousands of dollars,"625,588",Osage, KS
999,20141,2017,Thousands of dollars,"163,900",Osborne, KS
1000,20143,2017,Thousands of dollars,"234,530",Ottawa, KS
1001,20145,2017,Thousands of dollars,"255,888",Pawnee, KS
1002,20147,2017,Thousands of dollars,"259,665",Phillips, KS
1003,20149,2017,Thousands of dollars,"1,272,284",Pottawatomie, KS
1004,20151,2017,Thousands of dollars,"447,330",Pratt, KS
1005,20153,2017,Thousands of dollars,"121,176",Rawlins, KS
1006,20155,2017,Thousands of dollars,"2,459,321",Reno, KS
1007,20157,2017,Thousands of dollars,"206,634",Republic, KS
1008,20159,2017,Thousands of dollars,"402,262",Rice, KS
1009,20161,2017,Thousands of dollars,"3,039,123",Riley, KS
1010,20163,2017,Thousands of dollars,"189,271",Rooks, KS
1011,20165,2017,Thousands of dollars,"131,223",Rush, KS
1012,20167,2017,Thousands of dollars,"297,924",Russell, KS
1013,20169,2017,Thousands of dollars,"2,624,204",Saline, KS
1014,20171,2017,Thousands of dollars,"323,347",Scott, KS
1015,20173,2017,Thousands of dollars,"25,222,667",Sedgwick, KS
1016,20175,2017,Thousands of dollars,"817,060",Seward, KS
1017,20177,2017,Thousands of dollars,"7,988,768",Shawnee, KS
1018,20179,2017,Thousands of dollars,"118,103",Sheridan, KS
1019,20181,2017,Thousands of dollars,"230,928",Sherman, KS
1020,20183,2017,Thousands of dollars,"159,069",Smith, KS
1021,20185,2017,Thousands of dollars,"175,419",Stafford, KS
1022,20187,2017,Thousands of dollars,"102,101",Stanton, KS
1023,20189,2017,Thousands of dollars,"202,145",Stevens, KS
1024,20191,2017,Thousands of dollars,"922,058",Sumner, KS
1025,20193,2017,Thousands of dollars,"318,328",Thomas, KS
1026,20195,2017,Thousands of dollars,"132,313",Trego, KS
1027,20197,2017,Thousands of dollars,"336,531",Wabaunsee, KS
1028,20199,2017,Thousands of dollars,"79,118",Wallace, KS
1029,20201,2017,Thousands of dollars,"242,480",Washington, KS
1030,20203,2017,Thousands of dollars,"131,209",Wichita, KS
1031,20205,2017,Thousands of dollars,"373,515",Wilson, KS
1032,20207,2017,Thousands of dollars,"107,037",Woodson, KS
1033,20209,2017,Thousands of dollars,"5,303,254",Wyandotte, KS
1034,21000,2017,Thousands of dollars,"180,826,521",Kentucky,
1035,21001,2017,Thousands of dollars,"576,006",Adair, KY
1036,21003,2017,Thousands of dollars,"653,566",Allen, KY
1037,21005,2017,Thousands of dollars,"865,856",Anderson, KY
1038,21007,2017,Thousands of dollars,"296,233",Ballard, KY
1039,21009,2017,Thousands of dollars,"1,541,109",Barren, KY
1040,21011,2017,Thousands of dollars,"367,243",Bath, KY
1041,21013,2017,Thousands of dollars,"763,656",Bell, KY
1042,21015,2017,Thousands of dollars,"5,929,558",Boone, KY
1043,21017,2017,Thousands of dollars,"864,968",Bourbon, KY
1044,21019,2017,Thousands of dollars,"1,773,022",Boyd, KY
1045,21021,2017,Thousands of dollars,"1,086,605",Boyle, KY
1046,21023,2017,Thousands of dollars,"287,094",Bracken, KY
1047,21025,2017,Thousands of dollars,"420,899",Breathitt, KY
1048,21027,2017,Thousands of dollars,"667,970",Breckinridge, KY
1049,21029,2017,Thousands of dollars,"3,164,935",Bullitt, KY
1050,21031,2017,Thousands of dollars,"430,638",Butler, KY
1051,21033,2017,Thousands of dollars,"427,496",Caldwell, KY
1052,21035,2017,Thousands of dollars,"1,333,875",Calloway, KY
1053,21037,2017,Thousands of dollars,"4,266,189",Campbell, KY
1054,21039,2017,Thousands of dollars,"206,942",Carlisle, KY
1055,21041,2017,Thousands of dollars,"371,901",Carroll, KY
1056,21043,2017,Thousands of dollars,"808,434",Carter, KY
1057,21045,2017,Thousands of dollars,"479,524",Casey, KY
1058,21047,2017,Thousands of dollars,"2,649,197",Christian, KY
1059,21049,2017,Thousands of dollars,"1,391,668",Clark, KY
1060,21051,2017,Thousands of dollars,"609,441",Clay, KY
1061,21053,2017,Thousands of dollars,"310,129",Clinton, KY
1062,21055,2017,Thousands of dollars,"303,632",Crittenden, KY
1063,21057,2017,Thousands of dollars,"226,566",Cumberland, KY
1064,21059,2017,Thousands of dollars,"4,008,238",Daviess, KY
1065,21061,2017,Thousands of dollars,"385,051",Edmonson, KY
1066,21063,2017,Thousands of dollars,"166,340",Elliott, KY
1067,21065,2017,Thousands of dollars,"438,494",Estill, KY
1068,21067,2017,Thousands of dollars,"15,052,447",Fayette, KY
1069,21069,2017,Thousands of dollars,"466,795",Fleming, KY
1070,21071,2017,Thousands of dollars,"1,274,468",Floyd, KY
1071,21073,2017,Thousands of dollars,"2,085,641",Franklin, KY
1072,21075,2017,Thousands of dollars,"199,741",Fulton, KY
1073,21077,2017,Thousands of dollars,"265,787",Gallatin, KY
1074,21079,2017,Thousands of dollars,"583,318",Garrard, KY
1075,21081,2017,Thousands of dollars,"857,496",Grant, KY
1076,21083,2017,Thousands of dollars,"1,361,794",Graves, KY
1077,21085,2017,Thousands of dollars,"847,893",Grayson, KY
1078,21087,2017,Thousands of dollars,"373,970",Green, KY
1079,21089,2017,Thousands of dollars,"1,359,824",Greenup, KY
1080,21091,2017,Thousands of dollars,"300,637",Hancock, KY
1081,21093,2017,Thousands of dollars,"4,560,991",Hardin, KY
1082,21095,2017,Thousands of dollars,"786,105",Harlan, KY
1083,21097,2017,Thousands of dollars,"633,879",Harrison, KY
1084,21099,2017,Thousands of dollars,"587,456",Hart, KY
1085,21101,2017,Thousands of dollars,"1,748,432",Henderson, KY
1086,21103,2017,Thousands of dollars,"584,836",Henry, KY
1087,21105,2017,Thousands of dollars,"184,846",Hickman, KY
1088,21107,2017,Thousands of dollars,"1,735,212",Hopkins, KY
1089,21109,2017,Thousands of dollars,"373,576",Jackson, KY
1090,21111,2017,Thousands of dollars,"37,813,140",Jefferson, KY
1091,21113,2017,Thousands of dollars,"2,312,071",Jessamine, KY
1092,21115,2017,Thousands of dollars,"728,761",Johnson, KY
1093,21117,2017,Thousands of dollars,"9,132,419",Kenton, KY
1094,21119,2017,Thousands of dollars,"454,006",Knott, KY
1095,21121,2017,Thousands of dollars,"891,699",Knox, KY
1096,21123,2017,Thousands of dollars,"501,088",Larue, KY
1097,21125,2017,Thousands of dollars,"1,991,527",Laurel, KY
1098,21127,2017,Thousands of dollars,"480,772",Lawrence, KY
1099,21129,2017,Thousands of dollars,"206,443",Lee, KY
1100,21131,2017,Thousands of dollars,"324,338",Leslie, KY
1101,21133,2017,Thousands of dollars,"660,085",Letcher, KY
1102,21135,2017,Thousands of dollars,"396,376",Lewis, KY
1103,21137,2017,Thousands of dollars,"742,325",Lincoln, KY
1104,21139,2017,Thousands of dollars,"337,500",Livingston, KY
1105,21141,2017,Thousands of dollars,"932,965",Logan, KY
1106,21143,2017,Thousands of dollars,"275,134",Lyon, KY
1107,21145,2017,Thousands of dollars,"3,190,582",McCracken, KY
1108,21147,2017,Thousands of dollars,"435,525",McCreary, KY
1109,21149,2017,Thousands of dollars,"354,511",McLean, KY
1110,21151,2017,Thousands of dollars,"3,132,871",Madison, KY
1111,21153,2017,Thousands of dollars,"366,653",Magoffin, KY
1112,21155,2017,Thousands of dollars,"667,545",Marion, KY
1113,21157,2017,Thousands of dollars,"1,225,114",Marshall, KY
1114,21159,2017,Thousands of dollars,"329,127",Martin, KY
1115,21161,2017,Thousands of dollars,"670,753",Mason, KY
1116,21163,2017,Thousands of dollars,"1,076,191",Meade, KY
1117,21165,2017,Thousands of dollars,"189,368",Menifee, KY
1118,21167,2017,Thousands of dollars,"776,455",Mercer, KY
1119,21169,2017,Thousands of dollars,"307,124",Metcalfe, KY
1120,21171,2017,Thousands of dollars,"371,871",Monroe, KY
1121,21173,2017,Thousands of dollars,"942,106",Montgomery, KY
1122,21175,2017,Thousands of dollars,"352,210",Morgan, KY
1123,21177,2017,Thousands of dollars,"1,034,483",Muhlenberg, KY
1124,21179,2017,Thousands of dollars,"1,914,191",Nelson, KY
1125,21181,2017,Thousands of dollars,"236,499",Nicholas, KY
1126,21183,2017,Thousands of dollars,"760,070",Ohio, KY
1127,21185,2017,Thousands of dollars,"3,945,877",Oldham, KY
1128,21187,2017,Thousands of dollars,"350,699",Owen, KY
1129,21189,2017,Thousands of dollars,"135,059",Owsley, KY
1130,21191,2017,Thousands of dollars,"646,687",Pendleton, KY
1131,21193,2017,Thousands of dollars,"979,536",Perry, KY
1132,21195,2017,Thousands of dollars,"2,058,042",Pike, KY
1133,21197,2017,Thousands of dollars,"385,073",Powell, KY
1134,21199,2017,Thousands of dollars,"2,280,360",Pulaski, KY
1135,21201,2017,Thousands of dollars,"68,043",Robertson, KY
1136,21203,2017,Thousands of dollars,"503,469",Rockcastle, KY
1137,21205,2017,Thousands of dollars,"732,236",Rowan, KY
1138,21207,2017,Thousands of dollars,"581,079",Russell, KY
1139,21209,2017,Thousands of dollars,"2,312,546",Scott, KY
1140,21211,2017,Thousands of dollars,"2,032,249",Shelby, KY
1141,21213,2017,Thousands of dollars,"678,886",Simpson, KY
1142,21215,2017,Thousands of dollars,"785,580",Spencer, KY
1143,21217,2017,Thousands of dollars,"867,930",Taylor, KY
1144,21219,2017,Thousands of dollars,"439,394",Todd, KY
1145,21221,2017,Thousands of dollars,"521,857",Trigg, KY
1146,21223,2017,Thousands of dollars,"299,989",Trimble, KY
1147,21225,2017,Thousands of dollars,"462,246",Union, KY
1148,21227,2017,Thousands of dollars,"4,761,667",Warren, KY
1149,21229,2017,Thousands of dollars,"433,510",Washington, KY
1150,21231,2017,Thousands of dollars,"569,561",Wayne, KY
1151,21233,2017,Thousands of dollars,"509,560",Webster, KY
1152,21235,2017,Thousands of dollars,"1,163,545",Whitley, KY
1153,21237,2017,Thousands of dollars,"220,771",Wolfe, KY
1154,21239,2017,Thousands of dollars,"1,289,553",Woodford, KY
1155,22000,2017,Thousands of dollars,"204,516,783",Louisiana,
1156,22001,2017,Thousands of dollars,"2,215,747",Acadia, LA
1157,22003,2017,Thousands of dollars,"822,597",Allen, LA
1158,22005,2017,Thousands of dollars,"5,862,091",Ascension, LA
1159,22007,2017,Thousands of dollars,"963,813",Assumption, LA
1160,22009,2017,Thousands of dollars,"1,500,935",Avoyelles, LA
1161,22011,2017,Thousands of dollars,"1,522,100",Beauregard, LA
1162,22013,2017,Thousands of dollars,"485,363",Bienville, LA
1163,22015,2017,Thousands of dollars,"5,316,655",Bossier, LA
1164,22017,2017,Thousands of dollars,"10,988,905",Caddo, LA
1165,22019,2017,Thousands of dollars,"9,411,962",Calcasieu, LA
1166,22021,2017,Thousands of dollars,"326,964",Caldwell, LA
1167,22023,2017,Thousands of dollars,"312,960",Cameron, LA
1168,22025,2017,Thousands of dollars,"332,358",Catahoula, LA
1169,22027,2017,Thousands of dollars,"533,240",Claiborne, LA
1170,22029,2017,Thousands of dollars,"633,344",Concordia, LA
1171,22031,2017,Thousands of dollars,"1,041,611",De Soto, LA
1172,22033,2017,Thousands of dollars,"21,764,720",East Baton Rouge, LA
1173,22035,2017,Thousands of dollars,"258,003",East Carroll, LA
1174,22037,2017,Thousands of dollars,"803,348",East Feliciana, LA
1175,22039,2017,Thousands of dollars,"1,104,988",Evangeline, LA
1176,22041,2017,Thousands of dollars,"635,110",Franklin, LA
1177,22043,2017,Thousands of dollars,"691,772",Grant, LA
1178,22045,2017,Thousands of dollars,"2,680,458",Iberia, LA
1179,22047,2017,Thousands of dollars,"1,289,546",Iberville, LA
1180,22049,2017,Thousands of dollars,"518,247",Jackson, LA
1181,22051,2017,Thousands of dollars,"21,321,109",Jefferson, LA
1182,22053,2017,Thousands of dollars,"1,264,629",Jefferson Davis, LA
1183,22055,2017,Thousands of dollars,"11,128,188",Lafayette, LA
1184,22057,2017,Thousands of dollars,"4,349,676",Lafourche, LA
1185,22059,2017,Thousands of dollars,"457,310",LaSalle, LA
1186,22061,2017,Thousands of dollars,"1,815,804",Lincoln, LA
1187,22063,2017,Thousands of dollars,"5,320,879",Livingston, LA
1188,22065,2017,Thousands of dollars,"360,238",Madison, LA
1189,22067,2017,Thousands of dollars,"963,186",Morehouse, LA
1190,22069,2017,Thousands of dollars,"1,456,453",Natchitoches, LA
1191,22071,2017,Thousands of dollars,"19,358,502",Orleans, LA
1192,22073,2017,Thousands of dollars,"6,179,350",Ouachita, LA
1193,22075,2017,Thousands of dollars,"1,136,260",Plaquemines, LA
1194,22077,2017,Thousands of dollars,"945,709",Pointe Coupee, LA
1195,22079,2017,Thousands of dollars,"5,869,910",Rapides, LA
1196,22081,2017,Thousands of dollars,"314,469",Red River, LA
1197,22083,2017,Thousands of dollars,"744,449",Richland, LA
1198,22085,2017,Thousands of dollars,"783,831",Sabine, LA
1199,22087,2017,Thousands of dollars,"1,454,548",St. Bernard, LA
1200,22089,2017,Thousands of dollars,"2,495,000",St. Charles, LA
1201,22091,2017,Thousands of dollars,"430,187",St. Helena, LA
1202,22093,2017,Thousands of dollars,"959,620",St. James, LA
1203,22095,2017,Thousands of dollars,"1,691,799",St. John the Baptist, LA
1204,22097,2017,Thousands of dollars,"3,299,692",St. Landry, LA
1205,22099,2017,Thousands of dollars,"1,972,902",St. Martin, LA
1206,22101,2017,Thousands of dollars,"1,903,366",St. Mary, LA
1207,22103,2017,Thousands of dollars,"14,266,008",St. Tammany, LA
1208,22105,2017,Thousands of dollars,"5,010,211",Tangipahoa, LA
1209,22107,2017,Thousands of dollars,"165,329",Tensas, LA
1210,22109,2017,Thousands of dollars,"4,366,618",Terrebonne, LA
1211,22111,2017,Thousands of dollars,"841,961",Union, LA
1212,22113,2017,Thousands of dollars,"2,228,065",Vermilion, LA
1213,22115,2017,Thousands of dollars,"1,993,846",Vernon, LA
1214,22117,2017,Thousands of dollars,"1,529,510",Washington, LA
1215,22119,2017,Thousands of dollars,"1,464,015",Webster, LA
1216,22121,2017,Thousands of dollars,"1,198,259",West Baton Rouge, LA
1217,22123,2017,Thousands of dollars,"386,301",West Carroll, LA
1218,22125,2017,Thousands of dollars,"569,133",West Feliciana, LA
1219,22127,2017,Thousands of dollars,"503,624",Winn, LA
1220,23000,2017,Thousands of dollars,"62,059,956",Maine,
1221,23001,2017,Thousands of dollars,"4,292,403",Androscoggin, ME
1222,23003,2017,Thousands of dollars,"2,663,960",Aroostook, ME
1223,23005,2017,Thousands of dollars,"17,156,159",Cumberland, ME
1224,23007,2017,Thousands of dollars,"1,118,992",Franklin, ME
1225,23009,2017,Thousands of dollars,"2,684,305",Hancock, ME
1226,23011,2017,Thousands of dollars,"5,273,876",Kennebec, ME
1227,23013,2017,Thousands of dollars,"1,949,917",Knox, ME
1228,23015,2017,Thousands of dollars,"1,662,948",Lincoln, ME
1229,23017,2017,Thousands of dollars,"2,081,526",Oxford, ME
1230,23019,2017,Thousands of dollars,"6,060,742",Penobscot, ME
1231,23021,2017,Thousands of dollars,"607,593",Piscataquis, ME
1232,23023,2017,Thousands of dollars,"1,758,255",Sagadahoc, ME
1233,23025,2017,Thousands of dollars,"1,844,080",Somerset, ME
1234,23027,2017,Thousands of dollars,"1,540,750",Waldo, ME
1235,23029,2017,Thousands of dollars,"1,225,791",Washington, ME
1236,23031,2017,Thousands of dollars,"10,138,659",York, ME
1237,24000,2017,Thousands of dollars,"368,258,212",Maryland,
1238,24001,2017,Thousands of dollars,"2,815,878",Allegany, MD
1239,24003,2017,Thousands of dollars,"37,058,628",Anne Arundel, MD
1240,24005,2017,Thousands of dollars,"49,223,612",Baltimore, MD
1241,24009,2017,Thousands of dollars,"5,497,413",Calvert, MD
1242,24011,2017,Thousands of dollars,"1,488,118",Caroline, MD
1243,24013,2017,Thousands of dollars,"10,152,747",Carroll, MD
1244,24015,2017,Thousands of dollars,"4,732,415",Cecil, MD
1245,24017,2017,Thousands of dollars,"8,820,414",Charles, MD
1246,24019,2017,Thousands of dollars,"1,451,824",Dorchester, MD
1247,24021,2017,Thousands of dollars,"14,934,448",Frederick, MD
